stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,1,0,0,0,0
72hpf,0,1.13,0,0,0,1.41,0,0.56
21Day,0.37,0,0,0.37,0.37,0.37,0,0
3Month,1.56,0,0.52,0.42,0,0.1,0,0.1
22Month,1.5,0,0.41,0.27,0,0,0.14,0
