stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.85,0,0,0,0,1.69,0.28
21Day,2.96,0.74,0,1.48,0.37,1.11,0.74
3Month,3.33,0.1,0.31,1.56,0,0,0.1
22Month,3.55,0,0,1.37,0.14,0.14,0
