stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,6,1,0,0
72hpf,0.56,0,0,0,2.54,0,0,0.56
21Day,1.11,0,0,0,2.96,0,0.74,0.37
3Month,1.35,0.42,0.1,0,0,0,0,0.1
22Month,11.48,0.27,0.68,0.14,0.27,0.27,0.14,0
