stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,2,1,0,0
72hpf,0,0,0,0.56,0.28,0,0.56
21Day,0,0,0,0,1.11,0,0
3Month,0.52,2.08,0.21,0,0,0,0.1
22Month,0.27,0,0,0,0,0.14,0
