stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,15,0,0,0
72hpf,0,0.28,0,0,0.56,17.76,0,0,1.97
21Day,0,1.11,0,0,1.85,18.87,0,0.37,2.22
3Month,0.31,9.05,2.08,2.08,0.62,1.35,0.1,0.42,3.12
22Month,0.27,29.93,0.82,3.55,0.27,4.51,1.09,0.68,2.73
