stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,4,0,0
72hpf,0.28,0,0,0.28,0.56,0,0.28
21Day,2.59,0,1.48,0,0.74,0,0
3Month,5.2,0.52,0.83,0,0,0.1,0.21
22Month,1.09,0,0.27,0.14,0,0,0.14
