stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory
24hpf,0,0,0,0,1,0,0
72hpf,0,0.56,0,0,10.99,0,0
21Day,0,0,0,0.37,2.22,0,0
3Month,0.1,0,0.31,0.1,0.1,0,0
22Month,0,0,0.14,0,0,0.14,0.14
