stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,2,0,0,1
72hpf,13.25,0.28,0,0,25.37,0,0,1.13
21Day,23.68,0.74,0.37,1.11,9.25,0,0.37,1.48
3Month,6.66,0,0.42,0,0,0,0,0.1
22Month,3.01,0,0.27,0,0,0.14,0,0.14
