stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,1,1,0,0,0
72hpf,0,0,0,2.25,0.28,0,0.28
21Day,0,0,0.37,1.48,0,0,0
3Month,0.83,0.52,0,0,0,0,0
22Month,1.91,0.14,0.14,0,0,0.14,0.27
