stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0,0,0
21Day,0,0,0.74,2.96,0.37,0.37,0,0
3Month,0.1,1.25,0,6.45,0.1,0,0.1,0.21
22Month,0,0.82,0,2.6,0.27,0,0,0
