stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,10,1,0,0
72hpf,0.28,0.28,0,0,16.35,2.54,0,0.56
21Day,0,0.37,0,0.74,11.84,1.11,0.37,0.37
3Month,0,1.25,0.1,1.56,0.42,0,0,0.1
22Month,0,2.19,0,0,0,0.14,0,0
