stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0,1
72hpf,0,0,0,0.28,11.27,0,0.28
21Day,0.74,0.74,0,0.37,3.33,0,0.74
3Month,0.62,0,0,0.1,0,0,0
22Month,0,0,0.14,0,0,0.14,0.14
