stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0.28,0,0,0.56,0,2.54
21Day,9.25,0,0,0,0,0.37
3Month,4.58,0,0.1,0,0.1,0.21
22Month,0.82,0.14,0,0,0,0.41
