stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,3,0,0,0,0,2,0,0
72hpf,10.71,0.28,0,0,0,0.56,0,0.28
21Day,7.77,0,0,0,0.37,0,0,0
3Month,1.25,0,0.1,0.52,0.1,0,0,0.21
22Month,0.96,0,0,0.82,0,0,0.27,0.14
