stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,4,0,0,0,18,1,2
72hpf,0,0.56,0.28,0,0,8.17,0,0.28
21Day,0,0.37,0,0,0,0.74,0,0
3Month,0,0.21,0,0.52,0.31,0,0,0
22Month,0.27,3.83,0,0,0.27,0,0.14,0.27
