stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0.56,0,0,0,0,0,0
21Day,0,2.59,0,0,0,0.74,0,0
3Month,0,3.85,0,0.31,0.21,0.21,0,0.21
22Month,0.14,12.44,0.14,0.27,0.41,0.14,0.41,0.27
