stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.56,0,0,0,10.15,0,0,0.56
21Day,0,1.11,0.37,0,0,21.83,0,0.37,0
3Month,0,0.42,0,0.1,0.21,0.52,0,0,0.1
22Month,0.14,2.19,0,0.14,0.27,0.96,0.27,0.14,0.27
