stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4,0,1,1
72hpf,0,0,0,0,3.66,0,3.66,0
21Day,0,0,0,0,1.11,0,0.74,1.48
3Month,0,0.73,0.21,0.42,0,0,0,0.1
22Month,0.14,3.28,0.41,0.41,0,0.27,0.14,0.14
