stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0
21Day,11.47,4.07,0.37,0.37,0,0.74
3Month,5.41,0.42,0.1,0.1,0.1,0.21
22Month,2.6,0.14,0,0,0,0
