stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,1,2
72hpf,0,0,0,0,1.97,0
21Day,0.74,0,0,0,0.37,0.74
3Month,0.31,0.1,0.52,0.1,0,0.1
22Month,1.09,0,0,0,0.14,0.14
