stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0.28,0,0.28,0,0
21Day,1.11,0.37,0,7.4,0.37,0.74,0.37,0.74
3Month,4.99,0.1,1.77,17.47,0,0.31,0.21,0.21
22Month,11.21,0,0.14,5.74,0,0,0.14,0.41
