stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,47,0,0,0,1,0,0
72hpf,0.28,13.53,0,0,0.85,45.38,0,1.13
21Day,0.74,2.96,0.74,1.11,2.22,109.52,0.74,2.96
22Month,0,0.27,0,0.14,0,0.27,0,0
