stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0.28,0,0,0,0.28,0
3Month,0.1,1.25,0.1,0.1,0,0,0.21
22Month,0,0.68,0,0.82,0.14,0,0.14
