stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,0,0,0,0
72hpf,14.66,0,4.23,0.28,0,0,0.28
21Day,8.88,0,9.62,0,0.74,0.37,1.11
3Month,5.72,1.04,63.35,0.62,0.1,0.21,0.31
22Month,5.33,0.41,5.6,0,0,0,0
