stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,14,0,2,3,28,1,7
72hpf,7.33,0.56,0,0.28,1.97,0,0.28
21Day,0,0.37,0,0,0,0,0
22Month,0.55,3.01,0,0,0,0,0
