stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,1,1,0,7,0,1
72hpf,0,0,0,0.28,3.66,0,0.28
21Day,0,0.37,0,0,3.33,0,1.11
22Month,0,0.14,0,0,0,0.27,0
