stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,4,1
72hpf,0.28,0,0,0,0.28,1.97,0.56
21Day,0.74,0.37,0,0,0.37,0.74,1.48
3Month,1.66,0,0.42,0.31,0.1,0,0.21
22Month,1.78,0,0,0.14,0,0,0.14
