stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,2,0,0,0
72hpf,0,1.69,0,0.28,6.48,0,0,0.56
21Day,0,0.37,0,0.37,1.48,0,0,1.11
3Month,0.1,0.31,0,0.1,0,0,0.21,0.21
22Month,0.14,4.92,0.14,1.5,1.09,2.05,0.41,1.09
