stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,1.41,0,1.41
21Day,0,0.74,0,0.37,0.37,0.37,0,5.18
3Month,0,3.64,1.04,0.1,0.31,0,0,1.77
22Month,0.14,1.78,0,0.68,0,0,0.55,0.55
