stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,0
72hpf,0,0.85,0.28,0,10.99,0,0,0.28
21Day,0,1.48,0.37,0,7.03,0,0,0
3Month,0.1,4.99,0,0.62,0.1,0,0.1,0
22Month,0,1.37,0,0.68,0.14,0.27,0,0
