stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,16,0,0,18,10,193,0,0,15
72hpf,4.79,45.38,3.66,0,19.73,16.07,254.23,1.97,1.13,103.44
21Day,4.44,95.83,17.02,0.37,53.65,53.65,233.83,0.37,8.51,151.32
3Month,7.49,44.1,0.62,10.82,48.47,9.05,9.57,0.31,1.66,25.69
22Month,11.62,56.98,1.37,3.69,175.87,4.51,22.41,9.84,3.96,26.65
