stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,8,0,0,0,4,0,0,1
72hpf,0.28,3.66,0,0,0,3.38,0,0,1.41
21Day,0,8.51,0,0.74,0.37,1.11,0,0.37,1.85
3Month,0.1,4.78,0,0.21,0.62,0,0,0,0.73
22Month,0.82,18.17,32.11,4.65,0.27,0.27,2.19,0.14,4.37
