stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,5,0,1,1,12,0,0,0
72hpf,0.56,0,0,0,1.41,0,0,0.28
21Day,0.37,1.85,0.37,0.37,1.48,0,0,0.74
3Month,3.64,20.8,1.66,0.1,0.31,0,0.42,1.14
22Month,1.5,5.19,0.41,0,0.27,0.14,0,1.09
