stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,2,0,1
72hpf,0,0,0,1.41,0,0
21Day,0.37,0.37,0,0.37,0,0
3Month,0,0.31,0,0,0,0
22Month,0.55,3.83,0.14,0,0.14,0
