stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,1,0,0
72hpf,0,0,3.38,0,0.56
21Day,0,0,0.74,0,0.74
22Month,2.05,0.14,0,0.14,0
