stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,4,0,0,0,3,0,2
72hpf,0,2.82,0,0,0.28,2.54,0,0.28
21Day,0,5.55,0,0.37,0.37,2.22,0.37,1.48
3Month,0.1,9.05,6.76,1.66,0.73,0.21,0.31,0.21
22Month,0,2.6,0,0.27,0,0,0,0.14
