stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,2,0,0,56,11
72hpf,0,1.13,0,0,3.38,0.85
21Day,0,0.37,0,0,4.44,0
3Month,0.1,0.21,0.21,0,0,0
22Month,0,0.41,0,0.14,0,0
