stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0.85,0,0.56,0,0,0.28
21Day,0.74,9.62,0,15.17,0,0,0.74
22Month,1.91,0.14,0.14,22.14,0.14,0.14,0.27
