stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,0,29.97,0.74,0,0.37,1.48,0.37
3Month,0.1,1.98,0,0.42,0.1,0,0
22Month,0,0.68,0,5.19,0.27,0,0.14
