stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,18,0,1
72hpf,0.28,0,0,8.74,0.28,0.56
21Day,1.11,0,0.37,1.11,0,0.74
3Month,0.31,0,0,0,0,0
22Month,0,0.27,0,0,0,0.14
