stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,23,0,0,0,6,62,1,1,10
72hpf,1.13,6.2,0,0,0,2.82,29.59,0,0,10.99
21Day,0,12.58,1.48,0,2.22,2.59,24.42,0,1.11,14.43
3Month,1.46,16.54,0.21,5.82,3.74,3.12,1.35,0,0.73,2.08
22Month,0.96,16.12,0.14,1.91,1.37,0.55,0.68,2.19,0.55,0.82
