stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,7,0,0
72hpf,0.28,1.69,0,0.56,52.14,0,0.85
21Day,1.48,0,0.37,0,22.2,0.37,0.74
3Month,0.31,0,0,0,0,0,0
