stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,1,24,0,0
72hpf,1.13,0.56,0,0.28,20.01,0,1.41
21Day,1.11,0.37,0,0.37,9.62,0.74,1.48
3Month,0.1,0,1.04,0,0.1,0.31,0.31
