stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,3,0,21,0,0,2
72hpf,0,4.79,0.56,0,0.28,0.56,16.35,0,0,5.07
21Day,0.74,12.58,5.18,0.37,3.33,2.59,8.14,0,1.11,9.25
3Month,0,18.41,0.31,5.93,3.43,0.83,0.31,0,0.42,2.39
22Month,0.55,22.82,0.27,0.82,1.09,0.14,0.55,0.82,0,3.01
