stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,0,2,0
72hpf,0.28,0,0,0,2.54,0.28
21Day,0.37,0.37,0,0,0,1.48
3Month,1.77,0,0.21,0.62,0.21,0.21
22Month,0.96,0,0,0,0,0
