stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,3,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0.28
21Day,0,0,7.03,0,0,0,0,0
3Month,2.08,0.21,13.63,0.31,0,0,0.21,0.1
22Month,2.19,0,8.34,0,0.55,0.27,0,0
