stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.13,0,0,0,0,0,0
3Month,1.66,14.98,0.52,0.1,0.21,0,0.21
22Month,1.09,0.82,0,0,0,0.14,0
