stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0.28,0.28,0,0,6.76,0
21Day,0.37,0.37,0,0,6.29,0.37
3Month,0.94,0,0.31,0,0,0.1
22Month,2.73,0,0.14,0.41,0,0.14
