stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0,0,0,3.38,0,0
21Day,0,0,0,0,3.7,0.74,0.37
3Month,0.1,0.73,5.1,0.42,0,0,0.1
22Month,0,0.68,0.41,0.27,0,0.14,0.27
