stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,1,0,0
72hpf,0,1.41,0,0,0,0.85,0,0.28
21Day,0,0,0,1.11,0,0,0,0
3Month,0.1,8.63,0.42,4.58,0.1,0.73,0.1,0.1
22Month,0.55,26.92,0.14,2.46,0,0,0.14,0.55
