stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,7,0,0
72hpf,0,0.56,0,0,0,3.66,0,0.56
21Day,0,1.11,0,0.74,0,0.74,0,0.37
3Month,0.21,7.59,0.83,1.14,0.21,0.21,0.1,0.31
22Month,0,0.68,0,0,0,0,0,0
