stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0.28,0.56,0,0
21Day,0,0.37,0,0,1.11,0.37,0.37
3Month,4.58,20.8,0.94,0.52,0.21,0.21,0.62
22Month,0.82,1.09,0,0,0,0,0
