stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,7,0,1,62,2,11
72hpf,0.28,1.41,0,0,1.97,0,0.56
21Day,0,0.74,1.11,0.74,1.11,0,1.85
3Month,0,0.42,0.1,0,0,0,0.1
