stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,5,0,1
72hpf,0.56,0.28,0,0,14.37,0,0.85
21Day,0.37,0.37,1.11,0.37,9.25,0.37,1.85
