stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0.28,0,0,0,0,0,0,0
21Day,0,1.11,0,0,1.48,0,0,0,0
3Month,0.1,0.52,0.1,0.1,0.21,0.1,0,0,0
22Month,0.14,2.46,0,0,0.82,0.27,0.14,0.27,0.41
