stage,Endothelial,Epithelial,Germ,Neuron,Secretory,Stromal
72hpf,0,0.28,0,2.54,0,0
21Day,0,0,0.37,2.59,0,0.37
3Month,0.1,0.52,7.18,0.21,0.1,0.1
22Month,0,0.41,0.68,0,0,0
