stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,1.97,0,0,0,0.28,0
21Day,0,0,0,0,0,0.37,0
3Month,2.5,0,2.5,0.31,0,0,0
22Month,0.82,0,0,0.82,0.14,0,0.14
