stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,3,0,0,0,0
72hpf,10.43,0,0,1.13,0.28
21Day,2.96,0,0.37,0.37,0
3Month,8.63,0.42,0.21,0,0.21
22Month,1.09,0.27,0.55,0,0
