stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,2,0,0,1
72hpf,2.82,18.04,3.95,0,2.54,5.07,334.27,0,0.56,20.29
21Day,6.29,227.91,89.54,1.85,76.22,52.54,1085.54,0,39.22,200.16
3Month,0,0.62,0,0.42,0,0,0.42,0,0.1,0
22Month,0.27,5.6,0,0.14,2.05,0.27,10.25,0.41,0,0.27
