stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4,0,10,0,1
72hpf,0,0,0,0,1.13,0,1.41,0,0.28
21Day,0,0,0.37,0,2.96,0.37,0.37,0,1.11
3Month,0.42,4.26,0.52,1.25,32.14,0.21,0.21,0,0.83
22Month,0,5.88,0.41,0.14,28.83,0.27,0,0.14,0.27
