stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,3,0,0,5,0,1
72hpf,0,0.56,0,0,4.23,0,0.85
21Day,0,1.48,0,1.11,0,0,1.48
3Month,0,0.1,0,0.1,0,0,0
22Month,0.14,18.17,0.55,1.09,0,1.37,0
