stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,2,0,0,0,4,0
72hpf,0,9.86,0,0,0.56,0.56,0.28
21Day,0,1.48,0.37,0,0.37,0.74,1.11
3Month,0.1,1.66,7.18,0.21,0,0,0.1
