stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,3,0,0,0,3,0,0
72hpf,2.82,0.28,0,0,1.97,0,0
21Day,0.74,0,0,0,1.11,0.37,0
3Month,2.08,1.35,0.31,0.1,0.1,0,0.42
22Month,0,0.27,0,0,0.14,0,0
