stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,6,0,0,0
72hpf,1.41,0,0,0,0.28,17.76,0,0,0.28
21Day,1.11,0.37,0,0.37,0,0.37,0,0.74,0
3Month,93.2,0.21,0.83,2.39,0.62,0.21,0.42,0.83,0.73
22Month,29.24,0.14,0.41,1.78,0,0.27,0.41,0,0.68
